id,name,birthday,birthplace,thumb,summary
1160,Carol Reed,12/30/1906,"Putney, London, England, UK",https://resizing.flixster.com/ocWbd_--oMQuebn0Qyk6a2hgYfw=/218x280/v2/https://flxt.tmsimg.com/assets/10724_v9_bb.jpg,"Reed began his film career in 1927 as an assistant to Edgar Wallace at British Lion films, supervising the adaptation of Wallace's works into film. After a spell as dialogue director and assistant director for Basil Dean, he had an early directing credit of his own with ""Midshipman Easy/Men of the Sea"" (1936)."
1161,Graham Greene,10/2/1904,"Berkhamsted, Hertfordshire, England, UK",https://resizing.flixster.com/U6jIj8ECW4ygHZU4Hjiw79k6-uk=/218x280/v2/https://flxt.tmsimg.com/assets/508839_v9_ba.jpg,"A distinguished English novelist whose works were adapted into numerous acclaimed films, Graham Greene divided his books into what he labeled ""entertainments"" - psychological thrillers involving intrigue and espionage - and ""novels,"" which often dealt with larger moral, religious or political themes. After his early years as a journalist, Greene commenced his writing career with The Man Within (1929) and was introduced to Hollywood when Stamboul Train (1932) was adapted into ""Orient Train"" (1934). He found his first success as a novelist and on screen when A Gun for Sale (1936) was made into the iconic Alan Ladd film noir ""This Gun for Hire"" (1942) and Brighton Rock (1938) propelled Richard Attenborough's career with a 1947 feature of the same name. Meanwhile, ""The Third Man"" (1949) starring Joseph Cotten and Orson Welles and adapted from his 1949 novel, lived on as one of the greatest film noirs ever made. In his later years, Greene's politics became highly critical of American imperialism and led to The Quiet American (1955), which foreshadowed the United States' involvement in Vietnam, and was turned into exemplary films in 1958 and 2002. Though largely dissatisfied with filmed versions of his work, Greene nonetheless saw adaptations of ""The End of the Affair"" (1955), ""Our Man in Havana"" (1960), ""Travels with My Aunt"" (1972) and ""The Tenth Man"" (1988). Greene's work assured his place as one of the 20th century's most accomplished authors."
1162,Alexander Korda,1893-09-16,"PusztatÃºrpÃ¡sztÃ³, Austria-Hungary",https://resizing.flixster.com/rgjW22L4ckd7_DxYGrV_t2QiR2A=/218x280/v2/https://flxt.tmsimg.com/assets/73440_v9_ba.jpg,"As one of the preeminent filmmakers from England, director and producer Alexander Korda - who emigrated to the Isles from Hungary - was instrumental in putting British cinema on the international map. With his production company, London Films, Korda found success after a decade of making movies in Vienna, Berlin and Hollywood with ""The Private Life of Henry VIII"" (1932), which launched the career of Charles Laughton as well as his own. From there, he produced successes like ""The Scarlet Pimpernel"" (1934) and ""The Ghost Goes West"" (1935), before directing Laughton in ""Rembrandt"" (1936), one of the most acclaimed biopics of all time. With war looming in Europe, Korda did his part in boosting the cinematic image of the British Empire with ""Knight Without Armour"" (1937), ""Drums"" (1938) and ""The Four Feathers"" (1939). He oversaw ""The Thief in Bagdad"" (1940), one of the all-time great children's classics, while back in Hollywood, he also produced Carole Lombard's final film, the comedy classic, ""To Be or Not to Be"" (1942). Returning to England, he bought a stake in British Lion Films and produced the Cold War classic, ""The Third Man"" (1949), and the excellent Shakespeare adaptation, ""Richard III"" (1955). Over several prolific decades, Korda earned his place in cinema history for playing a significant part in capturing a heroic image of the British Empire on celluloid."
1163,Hugh Perceval,2/18/1908,Not Available,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1164,Anton Karas,7/7/1906,Not Available,https://resizing.flixster.com/u3p6aJ7vnDiYb3zDvq0o8QxQBqQ=/218x280/v2/https://flxt.tmsimg.com/assets/464971_v9_ba.jpg,"Anton Karas brought his musical talents to a variety of films over the course of his Hollywood career.    Early in his entertainment career, Karas's music was featured in films like ""The Third Man""  (1950) with Joseph Cotten and ""Four Friends""  (1981). Karas also appeared in ""One Hundred and One Nights"" with Michel Piccoli (1999), the Vin Diesel and Samuel L. Jackson smash hit ""XXX""  (2002) and ""Brick"" with Joseph Gordon-Levitt (2006). More recently, Karas worked on ""Roger Ebert Presents At the Movies""  (PBS, 2010-11)."
1165,Robert Krasker,8/21/1913,"Perth, Western Australia, Australia",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,"Accomplished cinematographer who collaborated several times with Carol Reed and is best known for the director's shadow-ridden masterpiece, ""The Third Man"" (1949)."
1166,Oswald Hafenrichter,1899-04-10,"Oplomitz, Yugoslavia",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1167,George Frost,,Not Available,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1168,J. Shear,,Not Available,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1169,T.S. Lyndon-Haynes,,Not Available,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1170,Guy Hamilton,9/16/1922,"Paris, France",https://resizing.flixster.com/bPE5PfyjtRdMlu1Rk1eKhksISyc=/218x280/v2/https://flxt.tmsimg.com/assets/81510_v9_ba.jpg,"Born and raised in France, British director Guy Harrison learned his craft as an assistant director apprenticing with the likes of Julien Duvivier (""Anna Karenina"" 1948), Carol Reed (""The Fallen Idol"" 1948, ""Outcast of the Islands"" 1951), Orson Welles (""The Third Man"" 1949) and John Huston (""The African Queen"" 1951). A competent craftsman, he showed early promise with ""Manuela/The The Stowaway Girl"" (1957) and ""A Touch of Larceny"" (1961), both of which he co-scripted. But time revealed him to be at his best with spy movies such as the underrated ""Funeral in Berlin"" (1966) and his four James Bond pictures. Hamilton helmed the superb ""Goldfinger"" (1964) and reteamed with Sean Connery's Bond for ""Diamonds Are Forever"" (1971). In 1973 and 1974, he guided Roger Moore through his paces in Moore's first attempts at playing 007 in ""Live and Let Die"" and ""The Man with the Golden Gun."" Hamilton's work in the series demonstrated clearly the director's economy and cynical wit. Following his Bond run, he tackled Agatha Christie, directing two adaptations, ""The Mirror Crack'd"" (1980), set in contemporary times and featuring Angela Lansbury as Miss Marple, and the period Hercule Poirot mystery ""Evil Under the Sun"" (1982), which featured dazzling Egyptian locations. Hamilton returned to the action genre with the pleasant, if derivative, ""Remo Williams: The Adventure Begins..."" (1985), with Fred Ward. For the first time in close to three decades, he co-wrote the script for his final directing project (to date), the comedy ""Sauf votre respect/Try This One for Size"" (1989)."
1171,Joseph Bato,,Not Available,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1172,John Hawkesworth,,Not Available,https://resizing.flixster.com/E85hfTUPloaS2RHmTh7AC1XqGGU=/218x280/v2/https://flxt.tmsimg.com/assets/464974_v9_ba.jpg,
1173,Vincent Korda,1897-06-22,"TÃºrkeve, Hungary",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,"Distinguished art director who frequently collaborated with his brothers Alexander and Zoltan Korda. His work on William Cameron Menzies' ambitious science fiction tale, ""Things to Come"" (1936), was a landmark in feature film production design."
1174,Grace Kelly,11/12/1929,"Philadelphia, Pennsylvania, USA",https://resizing.flixster.com/oezLjiPD50ucP6wWqT34SxVCPw4=/218x280/v2/https://flxt.tmsimg.com/assets/24653_v9_ba.jpg,"In the storied history of the American cinema, few stars shone so brightly for so briefly as Grace Kelly. A working actor for just five short years in the 1950s, known best for her roles as sparkling, whimsical socialites and her work in multiple Alfred Hitchcock thrillers, Kelly outwardly came to embody her name with a seemingly effortless elegance and an almost pristine aesthetic, even as behind the scenes she became notorious for her serial conquests of her leading men and other luminaries. Her talents rivaled her beauty, winning her a best actress Oscar playing against type and her own aristocratic pedigree in ""The Country Girl"" in 1954. But at the height of her career, Kelly cemented an idyllic legacy by bowing out of Hollywood to marry into European royalty, becoming an American fairy tale incarnate, ""Princess Grace."""
1175,Wendell Corey,3/20/1914,"Dracut, Massachusetts, USA",https://resizing.flixster.com/1nQwA--FZr0Ld5nI1Rv5nNQmtDA=/218x280/v2/https://flxt.tmsimg.com/assets/79221_v9_ba.jpg,"Dependable lead and supporting player who usually played solid, sober and sometimes cynical characters. After scoring a triumph on Broadway in Elmer Rice's ""Dream Girl"" (1945), Corey was signed by producer Hal Wallis, and over the next two decades appeared as combination servant-strongarm henchman to gambler John Hodiak in Corey's debut film, ""Desert Fury"" (1947), as a homicide detective opposite Loretta Young in the thriller, ""The Accused"" (1948), as an exhausted mobster in ""Any Number Can Play"" (1949) and as Frank James in ""The Great Missouri Raid"" (1951). He later moved into politics, serving as the president of the Academy of Motion Picture Arts and Sciences, the Screen Actors Guild and, lastly, as a member of the Santa Monica City Council."
1176,Raymond Burr,5/21/1917,"New Westminster, British Columbia, Canada",https://resizing.flixster.com/LZJ7pzF6uw0KlF7ApdzgS5Dl3VU=/218x280/v2/https://flxt.tmsimg.com/assets/53282_v9_bb.jpg,"A commanding, heavy-set player, Raymond Burr first made an impression in vicious roles in the Anthony Mann films noir, ""Desperate"" (1947) and ""Raw Deal"" (1948). With his dark hair, prominent eyebrows and stern voice, Burr made an ideal villain. An economical actor, he brought an aura of authority to many of his best roles, whether it be the attorney prosecuting Montgomery Clift in ""A Place in the Sun"" (1951) or the white-haired, methodical murderer Lars Thorwald in Alfred Hitchcock's masterful ""Rear Window"" (1954)."
1177,Judith Evelyn,3/20/1913,"Seneca, South Dakota, USA",https://resizing.flixster.com/3_T4SAGA97pDNPpZrcPtmGdvfLw=/218x280/v2/https://flxt.tmsimg.com/assets/167320_v9_ba.jpg,"Judith Evelyn was an actress who founded her entertainment career success with roles in film.    Evelyn found her beginnings in film with roles in the thriller ""The 13th Letter""  (1951) with Linda Darnell, the suspenseful adaptation ""Rear Window""  (1954) with James Stewart and ""The Egyptian""  (1954) with Jean Simmons. Later, Evelyn acted in the Joan Crawford dramatic adaptation ""Female on the Beach""  (1955), the Elizabeth Taylor dramatic adaptation ""Giant""  (1956) and the dramatic adaptation ""The Brothers Karamazov""  (1958) with Yul Brynner. She also appeared in the Rock Hudson dramatic adaptation ""Twilight For the Gods""  (1958). Later in her career, Evelyn acted in ""The Tingler""  (1959).  Evelyn passed away in May 1967 at the age of 54."
1178,Ross Bagdasarian,1/27/1919,"Fresno, California, USA",https://resizing.flixster.com/Bx639yUj60E8-1Fw-UH7Wkbx9sg=/218x280/v2/https://flxt.tmsimg.com/assets/81583_v9_ba.jpg,
1179,Georgine Darcy,1/14/1931,"Brooklyn, New York, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1180,Sara Berner,1/12/1912,"Albany, New York, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1181,Frank Cady,9/8/1915,"Susanville, California, USA",https://resizing.flixster.com/-KOuLk2bYbeiviLVIMpMQyyJHN4=/218x280/v2/https://flxt.tmsimg.com/assets/106566_v9_ba.jpg,"Best known as the lovable storekeeper, Sam Drucker, on three popular sitcoms--""The Beverly Hillbillies,"" ""Petticoat Junction,"" and ""Green Acres""--Frank Cady was an icon of early American television. Drucker got his taste for comedy while working on the campus humor magazine at Stanford University, where he graduated with a BA in speech and drama. After serving in the Air Force during World War II, Cady pursued acting. He earned small film roles easily, and appeared in such films as the original ""Father of the Bride"" with Spencer Tracy, the horror classic ""The Bad Seed,"" and the Alfred Hitchcock thriller ""Rear Window."" By the '60s, Cady was working regularly in television, accruing numerous guest roles, and even earned a recurring role as Doc Williams on the popular sitcom ""The Adventures of Ozzie & Harriet."" Then came the simultaneous series ""The Beverly Hillbillies,"" ""Petticoat Junction,"" and ""Green Acres,"" which allowed Cady to play Drucker from 1963, the start of ""Petticoat Junction,"" to 1971, the end of ""Green Acres."" Following this heyday, Cady appeared on TV less and less, making his final screen appearance in the 1990 TV movie ""Return to Green Acres."" After a quiet retirement in Oregon, he died in 2012."
1182,Jesslyn Fax,1893-01-02,"Toronto, Ontario, Canada",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1183,Alan Lee,8/20/1947,"London, England, UK",https://resizing.flixster.com/5UEKXwOqr05Lhb9xEMjC9lQZ5l8=/218x280/v2/https://flxt.tmsimg.com/assets/389945_v9_aa.jpg,
1184,Anthony Warde,11/4/1908,"Philadelphia, Pennsylvania, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,"Anthony Warde was an actor who had a successful Hollywood career. Warde began his acting career with roles in such films as ""The Affairs of Annabel""  (1938), ""Mr. Moto Takes a Vacation""  (1939) with Peter Lorre and ""Dick Tracy Vs. Crime, Inc.""  (1941). He also appeared in the musical ""Ridin' on a Rainbow""  (1941) with Gene Autry, ""King of the Mounties""  (1942) and ""The Man With Two Lives""  (1942). He kept working in film throughout the forties, starring in ""The Chinese Cat""  (1944), ""Mystery of the River Boat""  (1944) and ""The Monster and the Ape""  (1945). He also appeared in the Dennis Moore action flick ""D-Day on Mars""  (1945). In the latter part of his career, he continued to act in ""The Black Widow""  (1947), ""Bells of San Fernando""  (1947) and the Lee Tracy crime picture ""High Tide""  (1947). He also appeared in ""Dangers of the Canadian Mounted""  (1948) and the crime drama ""The Girl Who Had Everything""  (1953) with Elizabeth Taylor. Warde was most recently credited in ""Brenda Starr, Reporter""  (2011).   Warde passed away in January 1975 at the age of 67."
1185,John Michael Hayes,5/11/1919,"Worcester, Massachusetts, USA",https://resizing.flixster.com/dB8T82a8QH6iW6bNsy6hkqCs7Es=/218x280/v2/https://flxt.tmsimg.com/assets/375401_v9_ba.jpg,"Penned a host of scripts during the 1950s and 60s, many of them so-called ""women's pictures,"" but is best remembered for his work on several witty Hitchcock films. Twice nominated for an Oscar (""Rear Window"" 1954, ""Peyton Place"" 1957), Hayes had a string of respectable box office and occasional critical hits. His other Hitchcock collaborations include, ""The Trouble With Harry"" (1955), ""To Catch a Thief"" (1955) and the remake of ""The Man Who Knew Too Much"" (1956). His relationship with Hitch soured when the trades began referring to their projects as ""Hitchcock-Hayes"" films. Hitchcock was never crazy about sharing credit with anyone. In 1956 he asked Hayes to work for nothing on a film he owed Warner Bros., ""The Wrong Man."" When Hayes refused Hitchcock never spoke to him again."
1186,Cornell Woolrich,12/4/1903,"New York, New York, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1187,Robert Burks,7/4/1909,"Chino, California, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,"Proficient in virtually every genre and equally at home with black-and-white or color. Burks shot a string of 12 Hitchcock films, from ""Strangers on a Train"" (1951) through ""Marnie"" (1964)."
1188,George Tomasini,4/20/1909,"Springfield, Massachusetts, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,"Best known for his work with Alfred Hitchcock on films such as ""Rear Window"" (1954), ""North by Northwest"" (1959), ""Psycho"" (1960) and ""The Birds"" (1963). Tomasini also contributed to films by directors including George Pal (""The Time Machine"" 1960), John Huston (""The Misfits"" 1961) and J. Lee Thompson (""Cape Fear"" 1962); on ""Elephant Walk"" (1954), he was faced with the peculiar challenge of matching long-shot footage of Vivien Leigh to close-ups of Elizabeth Taylor, after the former had withdrawn from the project."
1189,J. McMillan Johnson,9/15/1912,"Los Angeles, California, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1190,Hal Pereira,4/29/1905,"Chicago, Illinois, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,"One of Hollywood's most distinguished art directors. Pereira began his career designing film theaters in Chicago, moved to the West Coast in 1942 and was made supervising art director at Paramount in 1950--a post he held for 18 years. Pereira worked on over 150 films and received 23 Academy nominations, each earned with at least one collaborator."
1191,Herbert Coleman,12/12/1907,"Bluefield, West Virginia, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1192,John P. Fulton,11/4/1902,"Beatrice, Nebraska, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1193,Henry Thomas,9/9/1971,"San Antonio, Texas, USA",https://resizing.flixster.com/hZtO-3si2UaUuypR0eTKIaJlt_o=/218x280/v2/https://flxt.tmsimg.com/assets/26487_v9_bb.jpg,"At the tender age of 11, actor Henry Thomas rose to overnight stardom in one of the biggest films of all time, ""E.T.  The Extra-Terrestrial"" (1982), only to recede temporarily from the spotlight before returning to a career marked by a combination of made-for-TV, independent, and mainstream film projects. As a young man he handled himself admirably in Milo Forman's ""Valmont"" (1989) opposite classically-trained thespian Colin Firth, and even managed to bring some depth to the role of a young Norman Bates in ""Psycho IV: The Beginning"" (Showtime, 1990). He found work in epics on both the big and small screen, playing the naÃ¯ve younger brother of Brad Pitt in ""Legends of the Fall"" (1994), and as Ishmael, sole-survivor of Ahab's ill-fated quest for revenge in the miniseries ""Moby Dick"" (USA, 1998). While his supporting role in ""All the Pretty Horses"" (2000) may not have led to a hit film, his turn in Martin Scorsese's violent ""Gangs of New York"" (2002) helped move Thomas past the limitations of forever being Elliot from ""E.T."" Guest turns on television series, such as ""Without a Trace"" (CBS, 2002-09), and supporting roles in major feature films like the romantic melodrama ""Dear John"" (2010), maintained a consistently visible profile for the working actor. Avoiding the usual pitfalls experienced by most child stars - including ""E.T."" co-star, Drew Barrymore - Thomas wisely gave himself time to grow up off camera, which allowed audiences to accept him as a seasoned adult actor upon his return to the screen."
1194,Dee Wallace,12/14/1948,"Kansas City, Kansas, USA",https://resizing.flixster.com/dzYewRm1s2ZzRKipjULjXJjBwLw=/218x280/v2/https://flxt.tmsimg.com/assets/1713_v9_bb.jpg,"This likable blonde dancer-turned-thespian gained international attention as the frazzled, clueless but good-hearted mother to a trying but adorable brood in Steven Spielberg's kidflick classic ""E.T. The Extra-Terrestrial"" (1982). As Mary, Stone (then billed as ""Dee Wallace"") managed to cope with the demands of work, single parenthood and first contact with alien life while maintaining a sense of humor. When the film broke all previous box-office records, she seemed a solid bet to become the movie Mom for modern America. But it was not to be. Stone remained a steadily working actress in some films and much TV but never again headlined such a high-profile project. Before and after ""E.T.,"" she fared best in several low- and medium-budget thrillers helmed by some interesting genre filmmakers. Otherwise, Stone has most often been seen in guest shots, undistinguished telefilms and youth-oriented specials, more often than not, still playing long-suffering mothers."
1195,Peter Coyote,10/10/1941,"New York, New York, USA",https://resizing.flixster.com/-lwdMR7q1ueCf77i4ChElNRGvoY=/218x280/v2/https://flxt.tmsimg.com/assets/71731_v9_bb.jpg,"A handsome actor who has made a career playing dark, seductive, often intellectually complex characters, Peter Coyote also has leant his distinctive voice--which sounds as if it has been delicately scratched with sand--as narrator of numerous documentary programs. As a leading man and screen villain, Coyote is best recalled as the object of the competition between Shelley Long and Bette Midler in ""Outrageous Fortune"" (1987) and as the emotionally abusive expatriate in Roman Polanski's ""Bitter Moon"" (1994), a role considered by some to be based on Polanski himself."
1196,Drew Barrymore,2/22/1975,"Culver City, California, USA",https://resizing.flixster.com/01xSSPt1naORBDWp7ZbTwvdkVo8=/218x280/v2/https://flxt.tmsimg.com/assets/100_v9_bb.jpg,"Actress, producer and director Drew Barrymore rode a career rollercoaster before hitting the age of 25, surviving childhood stardom and adolescent drug addiction - to say nothing of a tragic family legacy of great talent, but also great pain - only to work her way up to Hollywood A-lister. Steven Spielberg's science fiction blockbuster ""E.T.: The Extra-Terrestrial"" (1982) first launched the dimpled and precocious seven-year-old, though her image was shattered by tabloid photos of her partying at New York night clubs and three stints in rehab for drug and alcohol addiction by the time she was just 13 years old. Following several years of teen angst typecasting in low-budget features like ""Poison Ivy"" (1992), Barrymore's big, open smile resurfaced and she was tapped by filmmakers for the free-spirited energy she brought to the screen. A naturally charming lead in romantic comedies, Barrymore won over male and female audiences by playing slightly offbeat but sincere sweethearts in hits like ""The Wedding Singer"" (1998), ""50 First Dates"" (2004) and ""Music and Lyrics"" (2007). Her down-to-earth appeal also led to popularity in empowerment-themed chick flicks, ranging from the melodramatic ""Boys on the Side"" (1995) to the sublimely fun ""Charlie's Angels"" film franchise, which she also produced as co-owner of her own Flower Films. Well after her dark years were behind her, Barrymore continued to make entertainment news for the occasional spontaneous nudity incident or whirlwind marriage, but nothing could mar her hard-won status as a perennially popular actress and successful producer-turned-director."
1197,C. Thomas Howell,12/7/1966,"Los Angeles, California, USA",https://resizing.flixster.com/VK4dV3XVWbDO8Hrsv6UhV9PIGpM=/218x280/v2/https://flxt.tmsimg.com/assets/804_v9_cc.jpg,"When he was in his teens this baby-faced leading man's career blossomed with his affecting performance as Ponyboy Curtis, the sensitive greaser with the soul of a writer, in Francis Ford Coppola's classic, ""The Outsiders"" (1983). Then, as quickly as his Tiger Beat status began, the bottom fell out after only a few years. Despite such minor hits as ""Red Dawn"" (1984) and ""Soul Man"" (1986), Howell's career descended into direct-to-video flicks and filler TV movies for the latter part of the decade, into the 1990s. Of the all-star cast of ""The Outsiders,"" Howell's big screen success was later overshadowed by Ralph Macchio's ""Karate Kid,"" Emilio Estevez's Brat Pack films -- to say nothing of Tom Cruise's ""Top Gun"" superstardom. Seemingly fine with his post-""Outsider"" status, Howell continued to shine as an actor, even if the majority of the more than 50 films he appeared in were less than memorable."
1198,Robert MacNaughton,12/19/1966,"New York, New York, USA",https://resizing.flixster.com/CXnBsEtv6b6tSeeCnerIcZQg24I=/218x280/v2/https://flxt.tmsimg.com/assets/90708_v9_ba.jpg,
1199,K.C. Martel,9/14/1967,"Ottawa, Ontario, Canada",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1200,Sean Frye,9/16/1966,"Los Angeles, California, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1201,Steven Spielberg,12/18/1946,"Cincinnati, Ohio, USA",https://resizing.flixster.com/FEiSF4brs888W_5M2lQJloBdTd8=/218x280/v2/https://flxt.tmsimg.com/assets/1672_v9_ba.jpg,"Steven Spielberg was an iconic American filmmaker whose wide body of work was thoroughly embraced by both mainstream audiences and critics throughout his long and prolific career. Having made a number of modern classics, going all the way back to 1975's ""Jaws,"" Spielberg was universally regarded by both his peers and film historians as one of the greatest American filmmakers in the history of the medium. Born in Cincinnati and raised primarily in Phoenix, Arizona, Spielberg began making super 8 shorts films when he was still in his teens. At 16 he made his first feature length film, the science fiction adventure film ""Firelight"" (1963), which would later serve as the inspiration for his future masterwork ""Close Encounters of the Third Kind"" (1977). Wanting to do nothing else with his life but make movies, Spielberg left Arizona at 18 to attend film school in Los Angeles. He was denied entry into the prominent film program at USC due to his C average, so Spielberg applied to and was admitted into California State University, Long Beach (CSULB). Spielberg dropped out of CSULB after a year, however, after he was signed to a 7-year TV directing contract with Universal based on the strength of his short film ""Amblin'"" (1968). Spielberg directed a number of television shows while under contract at Universal, but it was his 1971 made-for-TV road thriller ""Duel"" that proved to be the break he needed to make the leap into movies. After the success of ""Duel,"" Spielberg directed the critically acclaimed crime drama ""Sugarland Express"" (1974), which starred Goldie Hawn. It was his next film about a renegade great white shark off the coast of a New England resort town that would make the phrase ""blockbuster"" practically synonymous with Spielberg's name. Released in the summer of 1975, ""Jaws,"" which was made for $9 million dollars, grossed over $470 million at the box office, making it one of the most financially successful films ever, up until that point. The film was also nominated for Best Picture and took home three Academy Awards. For Spielberg, the massive success of ""Jaws"" would prove to be just the start of one of the most charmed filmmaking careers in Hollywood history. Over the next several decades he directed a wide array of universally beloved films that are now considered modern classics. These films include, but are not limited to: ""Close Encounters of the Third Kind,"" ""Raiders of the Lost Ark"" (1981), ""E.T. the Extra-Terrestrial"" (1982), ""Schindler's List"" (1993), ""Jurassic Park"" (1993) ""Saving Private Ryan"" (1998), ""Minority Report"" (2002), and ""Lincoln"" (2012). In addition to directing, Spielberg was also a prolific producer. Throughout his six decades in show business, Spielberg produced over 150 film and television projects. Furthermore, he's also taken home three Academy Awards, and has received scores of other nominations for his film and television work. In 2018 Spielberg directed his 32nd feature length film, ""Ready Player One."" The film was an adaption of a popular 2011 science fiction novel by Ernest Cline, and was well-received by both critics and audiences."
1202,Melissa Mathison,6/3/1950,"Los Angeles, California, USA",https://resizing.flixster.com/-5EicRJgTo2GlsOWZeKp8aiGaIg=/218x280/v2/https://flxt.tmsimg.com/assets/79226_v9_ba.jpg,"The sporadic but brilliant career of screenwriter Melissa Mathison offered a vivid case study of an artist who succeeded in maximizing the benefits of each opportunity she was afforded. Though she had only a half dozen films to her credit when she died of cancer on November 4, 2015, Mathison earned a permanent place in American pop culture as the writer of ""E.T., the Extra-Terrestrial"" (1982). With its 1994 selection for inclusion in the National Film Registry of the Library of Congress, the film was officially certified a classic. Clearly this would have been an enviable credit for the most seasoned screenwriter; for a relative neophyte (""E.T."" was Mathison's first sole screenwriting credit and her first original screenplay), it was something of a miracle. The daughter of a journalist father and part-time publicist mother, Mathison grew up in the Hollywood Hills. Producer-writer-director Francis Ford Coppola was a family friend for whose children she baby-sat as a youth. The young Mathison also worked as a stringer for TIME magazine. She took time off from pursuing a degree in political science at the University of California at Berkeley to work for Coppola as an assistant on ""The Godfather, Part II"" (1974). By the time of Coppola's ""Apocalypse Now"" (1979), Mathison was credited as executive assistant. The celebrated filmmaker urged her to try her hand at screenwriting. The result was ""The Black Stallion"" (1979), based on Walter Farley's classic children's novel about a boy and his horse, which she co-scripted with two other writers. The film won kudos for both its sensitive adaptation and supremely cinematic storytelling. Mathison was dating Harrison Ford when he traveled on location to film ""Raiders of the Lost Ark"" (1981). During this arduous shoot, director Steven Spielberg approached her about writing a screenplay dealing with a little alien who gets stranded on Earth. Eight weeks later she had completed the first draft of ""E.T., the Extra-Terrestrial."" Mathison and Ford wed the March after ""E.T."" opened. She spent most of the next decade or so as a homemaker, with a brief excursion to TV to script ""Son of the Morning Star"" (ABC, 1991), a miniseries biopic about General George Custer starring Gary Cole. Mathison returned to feature screenwriting after a 13-year hiatus to adapt Lynne Reid Banks' children's novel ""The Indian in the Cupboard"" (1995). The project reunited her with ""E.T."" producers Kathleen Kennedy and Frank Marshall as well as some of the stylistic and thematic hallmarks of that earlier triumph. Mathison was a natural choice to pen the story of a young boy who discovers that his wooden cabinet has the magical power to bring his toys to life. He learns about another culture and the dignity of all living things after placing a plastic Indian inside. Once again, Mathison revealed a sharp ear for how children speak and a dedication to grounding the fantastic elements of her story in a realistic context. ""The Indian in the Cupboard"" opened to solid reviews but modest box office. Mathison followed up with a project for producer-director Martin Scorsese, scripting ""Kundun"" (1997) a biopic of his holiness Tenzingyatso, the 14th Dalai Lamai of Tibet, who was forced into exile in 1959, nine years after the Chinese invasion. ""Kundun"" proved to be her final screen project until ""The BFG"" (2016), an adaptation of the novel by Roald Dahl. Melissa Mathison died of neuroendocrine cancer in Los Angeles on November 4, 2015. She was 65 years old."
